,employee_id,age,gender,marital_status,city,education_level,years_experience,weekly_hours,department,bonus_percentage,performance_score,overtime_hours,monthly_income,income_class
1492,1493,30,Female,Single,Surabaya,D3,12,43.1,Finance,9.9,86.3,9.5,8207,Low
1493,1494,36,Female,Married,Surabaya,S1,13,46.8,IT,10.5,82.7,22.2,9609,High
1494,1495,47,Male,Single,Surabaya,S1,8,36.8,,,83.4,16.2,9808,High
1495,1496,51,Female,Married,Bandung,SMA,3,45.6,HR,10.2,79.7,15.1,6202,Low
1496,1497,51,Other,Married,Jakarta,S1,7,41.4,HR,11.8,78.7,12.7,6900,Low
1497,1498,45,Female,Married,Surabaya,SMA,10,44.6,Finance,10.3,60.5,6.5,9565,High
1498,1499,43,Male,Married,Jakarta,S1,10,40.9,Finance,4,78.6,,8911,Low
1499,1500,40,Male,Married,Bandung,D3,20,46.5,HR,,73.9,12.9,14684,High
1500,1501,41,Female,Married,Bandung,SMA,10,41.1,Finance,15.8,80.5,11,9601,High
1501,1502,31,Male,Single,Surabaya,S1,16,32.6,Finance,10,74.3,10.5,11060,High
1502,1503,28,Male,Married,Jakarta,S1,8,47.3,Finance,12.9,82.6,8,9081,Low
1503,1504,35,Male,Married,Jakarta,S2,8,35.3,Finance,,84.4,11.4,7368,Low
1504,1505,113,Male,Single,Jakarta,S1,3,46.3,Finance,9.8,45.9,7.4,5306,Low
1505,1506,31,Female,Married,Bandung,D3,,39.5,Marketing,8.6,70.7,13.5,5849,Low
1506,1507,41,Female,Single,Bandung,SMA,13,45.9,Marketing,17.4,56.4,0.1,12407,High
1507,1508,43,Male,Single,Surabaya,SMA,10,45.7,Marketing,10.8,77.4,16.8,10215,High
1508,1509,36,Female,Married,Jakarta,D3,15,42.2,HR,8.4,72,3.4,12752,High
1509,1510,47,Female,Single,Jakarta,D3,11,42.5,Sales,5,88.6,4.7,9758,High
1510,1511,26,Female,Single,Bandung,S2,8,42.1,HR,15.9,77.1,12,8437,Low
1511,1512,33,Other,Single,Surabaya,D3,21,,Marketing,,70.1,12.7,13315,High
1512,1513,,Other,Single,Surabaya,D3,10,40.6,HR,12.2,84.4,20.4,10217,High
1513,1514,20,Female,Single,Surabaya,D3,16,34.4,Sales,12.6,71.8,11.5,11097,High
1514,1515,34,Female,Single,Bandung,S1,8,40.9,Finance,8.6,70,9.8,7102,Low
1515,1516,34,Male,Single,Jakarta,S1,14,34.3,IT,12,78.9,11,10950,High
1516,1517,47,Female,Single,Surabaya,S1,15,34.1,Marketing,,91.1,18,10755,High
1517,1518,40,Female,Single,Surabaya,D3,11,48,Marketing,7,83.5,22.1,10552,High
1518,1519,27,Female,Married,Jakarta,S1,2,45.3,Sales,13.5,80.7,9.1,6246,Low
1519,1520,50,Male,Single,Surabaya,SMA,10,40,Finance,9.5,102.5,12.7,8419,Low
1520,1521,45,Male,Married,Bandung,S1,16,40.9,Finance,,67.7,9.6,11873,High
1521,1522,40,Male,Married,Surabaya,S1,13,38.8,IT,11.2,67.5,9.5,10066,High
1522,1523,,Female,Married,Jakarta,D3,,42.8,Finance,,76.5,19.4,11572,High
1523,1524,27,Other,Married,Bandung,D3,1,36.6,Sales,5.3,90.2,5.4,4176,Low
1524,1525,32,Male,Single,Surabaya,S1,6,45,Finance,8.2,65.6,1.7,7653,Low
1525,1526,44,Female,Divorced,Jakarta,SMA,12,38.7,Sales,9,92.5,11.6,8717,Low
1526,1527,50,Male,Single,Jakarta,S1,12,37.9,Marketing,7.5,60.6,16,10521,High
1527,1528,47,Female,Single,Jakarta,D3,16,40.1,Marketing,11.3,73.8,11.1,12439,High
1528,1529,31,Female,Single,Jakarta,D3,9,37,Marketing,13.6,76.7,12.5,7369,Low
1529,1530,26,Male,Married,Surabaya,SMA,12,41.6,HR,,66.2,,12087,High
1530,1531,36,Male,Divorced,Surabaya,D3,10,37.3,Marketing,,68.8,10.6,9069,Low
1531,1532,21,Male,Married,Bandung,D3,5,42.3,Sales,10.9,83,12.8,6111,Low
1532,1533,38,Other,Married,Bandung,D3,1,46.1,IT,,89.4,12.7,5105,Low
1533,1534,-6,Male,Divorced,Jakarta,S1,12,36.4,Finance,11.9,53.9,0.2,9272,High
1534,1535,31,Female,Single,Jakarta,D3,11,39.3,Marketing,,76.8,10.6,10979,High
1535,1536,22,Male,Married,Bandung,S2,7,42.3,HR,,73.9,2.1,8664,Low
1536,1537,39,Female,Divorced,Surabaya,S1,2,37.8,HR,12.8,76.1,9.8,5236,Low
1537,1538,31,Male,Married,Surabaya,S1,13,42.3,Sales,,71.8,7.5,12449,High
1538,1539,26,Male,Single,Surabaya,SMA,9,42.8,IT,13.6,62.1,15.2,7739,Low
1539,1540,12,Male,Married,Jakarta,D3,13,45.4,Marketing,11.6,90.4,11.2,11818,High
1540,1541,35,Male,Single,Bandung,D3,,37,Marketing,6.9,86.6,,13744,High
1541,1542,49,Male,Single,Bandung,S1,1,35.3,HR,9.6,74,9,3798,Low
1542,1543,48,Female,Married,Bandung,S1,7,38.5,Sales,5,70.1,15.3,7120,Low
1543,1544,,Male,Single,Surabaya,SMA,9,35.2,HR,,68.9,2,8939,Low
1544,1545,30,Female,Single,Bandung,SMA,17,42.8,HR,9.5,49.1,5.5,13632,High
1545,1546,39,Male,Married,Bandung,S1,2,34.2,IT,,78.5,16.4,2997,Low
1546,1547,27,Male,Married,Surabaya,SMA,20,51.7,Sales,13.6,82.8,7.8,16983,High
1547,1548,37,Male,Single,Jakarta,S1,11,46.5,IT,8.6,76.4,0.7,11291,High
1548,1549,41,Female,Single,Jakarta,S1,10,40.1,Sales,9.2,74.1,17.3,8725,Low
1549,1550,45,Male,Married,Surabaya,S1,9,44.3,Marketing,10.1,76.3,15.4,8142,Low
1550,1551,34,Male,Single,Bandung,SMA,8,31.8,Finance,4.5,66.5,13.6,8292,Low
1551,1552,33,Female,Married,Jakarta,SMA,15,52.6,Finance,9.2,70,,13258,High
1552,1553,28,Male,Divorced,Jakarta,S1,5,37,Sales,2.5,73.3,18.3,6921,Low
1553,1554,,Female,Married,Jakarta,S2,12,39.4,Finance,8.2,82,16.3,10511,High
1554,1555,33,Male,Single,Surabaya,D3,8,30.7,HR,12.6,88.8,17.7,8287,Low
1555,1556,38,Male,Single,Jakarta,D3,,42.4,Marketing,11.3,72.7,13.5,8099,Low
1556,1557,42,Female,Married,Bandung,S1,23,34.5,Marketing,,64.6,,14413,High
1557,1558,29,Male,Married,Surabaya,S2,12,40.5,Finance,10.1,75.4,8,9458,High
1558,1559,47,Male,Married,Surabaya,S1,13,37.3,Sales,6.8,95.1,3.7,10584,High
1559,1560,33,Female,Single,Jakarta,S2,16,34.6,HR,10,65.4,12.5,13751,High
1560,1561,35,Male,Single,Bandung,SMA,3,36,Sales,,83.9,12.9,4948,Low
1561,1562,29,Female,Single,Surabaya,SMA,19,41.1,Finance,15.5,88.4,8.3,13976,High
1562,1563,16,Female,Married,Jakarta,S1,3,33.6,Marketing,,71.4,13.1,5754,Low
1563,1564,42,Female,Married,Bandung,S1,6,36.3,Marketing,10.5,68,8.3,6206,Low
1564,1565,41,Male,Single,Bandung,SMA,8,,Sales,,80.7,14.3,9129,High
1565,1566,33,Female,Married,Surabaya,SMA,13,53,IT,7.6,78.5,5.6,11815,High
1566,1567,36,Male,Married,Jakarta,S1,11,42.4,Sales,,81.9,4.7,10989,High
1567,1568,,Male,Married,Bandung,SMA,9,,IT,8.4,95.7,8.8,7097,Low
1568,1569,22,Female,Married,Surabaya,D3,10,38.2,Sales,12.7,76.7,14.1,11130,High
1569,1570,31,Male,Married,Surabaya,S1,5,40.2,IT,14.7,63.1,4.2,6203,Low
1570,1571,41,Male,Married,Surabaya,S1,3,38.3,IT,11,75.7,15.2,5847,Low
1571,1572,25,Male,Married,Surabaya,S1,14,44.5,IT,,77.4,1.8,11456,High
1572,1573,37,Other,Married,Surabaya,D3,13,41.1,IT,5,87.7,8.8,9530,High
1573,1574,24,Male,Married,Bandung,S1,18,44.5,HR,,73,2.9,14287,High
1574,1575,39,Male,Single,Surabaya,S1,6,38.4,IT,,70.9,3,6578,Low
1575,1576,35,Female,Married,Jakarta,S1,13,46.6,IT,8.7,61.3,11.8,11688,High
1576,1577,22,Female,Single,Jakarta,S1,9,39.2,Marketing,12.9,80.5,9.1,7612,Low
1577,1578,44,Male,Married,Bandung,SMA,16,35.1,HR,,108.5,3,11255,High
1578,1579,29,Female,Single,Surabaya,SMA,15,50.9,IT,,72.8,7.4,12294,High
1579,1580,29,Male,Single,Surabaya,SMA,11,30.9,Finance,8.8,79.5,12.2,9138,High
1580,1581,37,Male,Single,Bandung,SMA,8,36.3,HR,,69.5,,7938,Low
1581,1582,44,Male,Single,Surabaya,S1,15,36.9,,6.4,62.2,9,11010,High
1582,1583,27,Female,Single,Surabaya,S1,13,52.5,Sales,,79.3,8,11384,High
1583,1584,35,Male,Single,Jakarta,S1,7,49,Marketing,5.2,75.3,7.1,8718,Low
1584,1585,38,Female,Single,Surabaya,S1,3,47.5,Marketing,12,51.1,7,6445,Low
1585,1586,41,Other,Single,Bandung,D3,9,38.3,HR,11.2,91.1,6.9,8464,Low
1586,1587,,Male,Married,Jakarta,D3,18,52.1,HR,,79.2,6.2,16182,High
1587,1588,32,Other,Single,Bandung,D3,16,41.8,Finance,,75.7,4.9,12736,High
1588,1589,28,Male,Divorced,Bandung,SMA,4,44.9,Finance,6.4,70.8,8.1,8413,Low
1589,1590,36,Male,Married,Surabaya,SMA,,40.9,HR,,79.1,6.8,6020,Low
1590,1591,26,Female,Single,Surabaya,S1,16,39.8,HR,10.2,79.5,4.6,11927,High
1591,1592,12,Female,Single,Jakarta,S2,4,38.7,HR,,79,13.8,5369,Low
1592,1593,38,Female,Single,Bandung,SMA,13,39,Sales,9.1,85.7,16.2,10697,High
1593,1594,42,Male,Married,Bandung,SMA,7,43,Marketing,,88,10,7479,Low
1594,1595,16,Female,Married,Surabaya,S1,,41.8,Finance,,95.1,10.3,12715,High
1595,1596,27,Female,Single,Bandung,SMA,6,39.8,Finance,,66.6,6.5,5084,Low
1596,1597,40,Male,Single,Bandung,S1,16,47.5,IT,,69.3,15.3,14221,High
1597,1598,51,Female,Married,Bandung,S1,11,25.2,Sales,,78.6,18.7,7633,Low
1598,1599,35,Other,Single,Bandung,S2,11,42.5,,,67.2,9.2,11230,High
1599,1600,29,Male,Divorced,Bandung,D3,0,43.6,HR,11.8,68.8,7.4,4263,Low
1600,1601,,Female,Single,Jakarta,S1,1,45.7,Sales,8.7,79.8,11.7,5718,Low
1601,1602,46,Female,Single,Bandung,D3,9,39.7,Finance,5,84,10.6,8542,Low
1602,1603,30,Female,Single,Bandung,S1,11,41,HR,14.5,87.8,7.5,10019,High
1603,1604,,Male,Married,Jakarta,D3,4,44.9,IT,9.1,73.1,12.4,5484,Low
1604,1605,31,Female,Single,Surabaya,SMA,5,47.5,Finance,6.8,79.6,,8428,Low
1605,1606,,Other,Single,Surabaya,S1,13,38.5,Marketing,8.8,77.4,6.1,9983,High
1606,1607,36,Male,Single,Jakarta,S1,13,41.3,Sales,7.6,75.2,22.7,11559,High
1607,1608,48,Female,Single,Jakarta,S1,9,48.4,Finance,,66.8,2.3,7879,Low
1608,1609,38,Female,Married,Surabaya,S1,14,29.4,Marketing,9.3,65.6,5.7,9183,High
1609,1610,33,Male,Single,Bandung,S1,4,36.5,IT,15.2,81.7,11.2,6027,Low
1610,1611,33,Male,Married,Bandung,SMA,8,47.3,Sales,8,66.7,21.2,8569,Low
1611,1612,22,Female,Single,Jakarta,S1,18,45.5,HR,15,57.2,7.2,14003,High
1612,1613,42,Male,Married,Bandung,S1,10,42.6,HR,,74.7,4.7,9469,High
1613,1614,34,Male,Married,Jakarta,S1,11,37.8,Marketing,11.2,89.6,12.7,11104,High
1614,1615,34,Female,Married,Surabaya,S2,22,35.6,Finance,,47.1,,15099,High
1615,1616,61,Female,Married,Bandung,SMA,3,37,IT,,72.1,13.3,4772,Low
1616,1617,37,Male,Single,Surabaya,S1,14,47.7,Marketing,,81.8,9.6,11381,High
1617,1618,29,Female,Divorced,Bandung,SMA,18,36.9,IT,11.7,56.8,5.7,13890,High
1618,1619,32,Female,Married,Bandung,D3,8,121.5,IT,5,72.9,21.7,14624,High
1619,1620,44,Male,Single,Bandung,S1,14,36.2,IT,,63.6,,11182,High
1620,1621,,Female,Single,Jakarta,SMA,5,,Sales,,64.9,19.1,5806,Low
1621,1622,23,Female,Single,Surabaya,S1,7,37.3,Marketing,,71,14.7,8340,Low
1622,1623,42,Male,Married,Jakarta,SMA,12,39.5,Sales,,63.8,6.3,9519,High
1623,1624,30,Female,Single,Jakarta,SMA,14,31.6,Finance,8.2,62.9,19.4,10685,High
1624,1625,50,Female,Divorced,Surabaya,S1,16,31.9,Finance,,74.4,3.1,11231,High
1625,1626,44,Male,Single,Surabaya,S1,18,40,HR,,97.3,15,11617,High
1626,1627,31,Male,Married,Jakarta,S2,10,33.4,HR,,82.6,0.4,8978,Low
1627,1628,45,Male,Married,Jakarta,S1,,,HR,12,85.1,4.3,12332,High
1628,1629,36,Male,Married,Jakarta,S1,8,29.7,Finance,2.5,83,4.3,7771,Low
1629,1630,42,Male,Single,Surabaya,D3,15,36,IT,,68,6.2,10098,High
1630,1631,39,Male,Divorced,Jakarta,SMA,11,40.1,IT,7.7,78.1,10.1,9750,High
1631,1632,28,Female,Divorced,Surabaya,SMA,12,,Marketing,,86,5.9,9856,High
1632,1633,30,Male,Divorced,Jakarta,S1,12,34.5,Finance,,83.3,0.2,8845,Low
1633,1634,43,Female,Married,Surabaya,S1,,35.2,HR,11.2,76.9,12.3,5901,Low
1634,1635,32,Female,Married,Jakarta,D3,4,35,Finance,6.2,80.2,10.2,5538,Low
1635,1636,32,Female,Married,Bandung,S1,11,38.6,IT,,99.6,,8935,Low
1636,1637,27,Female,Married,Bandung,S1,2,49.8,IT,8.1,83.4,10.9,6275,Low
1637,1638,38,Female,Married,Surabaya,SMA,14,40.4,Sales,,71.8,14.8,9583,High
1638,1639,52,Female,Married,Surabaya,SMA,14,45.9,Sales,10,74.3,9.6,14043,High
1639,1640,26,Female,Married,Bandung,S1,12,42.5,Marketing,10.7,64.5,15.1,9168,High
1640,1641,35,Male,Divorced,Surabaya,S1,4,45.6,Finance,10.1,98.5,6.1,7109,Low
1641,1642,46,Male,Single,Surabaya,S1,17,26,Sales,,91,6.4,11161,High
1642,1643,34,Female,Married,Bandung,SMA,20,38.5,Sales,,75.8,16.9,15028,High
1643,1644,39,Female,Single,Jakarta,S2,,46.5,Finance,,96.8,16.8,10331,High
1644,1645,27,Male,Single,Surabaya,SMA,13,37.1,IT,7.7,81.3,12.9,9576,High
1645,1646,,Male,Single,Surabaya,SMA,11,48.8,Marketing,,70.7,5.6,8523,Low
1646,1647,34,Female,Single,Jakarta,S2,13,47.4,Marketing,,84.1,5.2,9462,High
1647,1648,43,Male,Divorced,Jakarta,SMA,9,37.7,Marketing,12.1,79,16.6,8027,Low
1648,1649,44,Female,Single,Surabaya,S1,10,37.5,Sales,12.8,83.4,16.4,10119,High
1649,1650,56,Female,Married,Surabaya,SMA,15,34.9,IT,,61.3,9.7,9321,High
1650,1651,40,Male,Single,Jakarta,S1,22,36.9,Marketing,,66.9,21.7,16535,High
1651,1652,38,Male,Divorced,Surabaya,S2,3,33.8,Finance,7.6,89.9,12.3,5971,Low
1652,1653,37,Male,Married,Jakarta,D3,9,42.1,Marketing,11,91.9,4.5,7366,Low
1653,1654,32,Male,Single,Jakarta,S1,4,32.7,HR,,89.2,8.6,4187,Low
1654,1655,38,Female,Single,Surabaya,SMA,18,43,IT,,97.2,10,12317,High
1655,1656,33,Female,Married,Surabaya,S1,7,43.1,HR,,80.8,10.4,8113,Low
1656,1657,,Other,Married,Jakarta,D3,3,31.7,IT,6.5,80.1,16.3,4613,Low
1657,1658,46,Female,Single,Surabaya,SMA,13,47.7,Finance,,65.9,5.2,11181,High
1658,1659,27,Female,Divorced,Jakarta,D3,19,42.6,Sales,,69.2,3.3,13252,High
1659,1660,44,Female,Married,Bandung,SMA,13,43.7,Sales,9.4,55.1,13,11053,High
1660,1661,46,Female,Single,Bandung,S2,11,36.2,IT,10.1,71.8,7.5,9958,High
1661,1662,-7,Female,Divorced,Jakarta,D3,12,43.1,Marketing,,54.4,22.1,10183,High
1662,1663,18,Female,Single,Jakarta,SMA,17,45.6,HR,14.7,85.8,,12401,High
1663,1664,30,Female,Married,Surabaya,D3,6,39.5,Finance,,78.9,7.4,7943,Low
1664,1665,45,Male,Married,Jakarta,D3,9,50,Marketing,7.7,54.7,16.1,9280,High
1665,1666,35,Male,Single,Jakarta,S1,8,40.2,Sales,7,73.1,13.7,8574,Low
1666,1667,27,Female,Single,Surabaya,S2,4,45.7,Marketing,,94.7,,6470,Low
1667,1668,31,Female,Single,Surabaya,D3,8,41.5,HR,10.1,73.7,9.4,9232,High
1668,1669,42,Female,Married,Bandung,S1,16,42.9,Sales,12.5,65,12.1,13526,High
1669,1670,39,Female,Divorced,Jakarta,S1,13,31.6,IT,,57.1,0.5,10863,High
1670,1671,33,Female,Married,Jakarta,SMA,13,41.9,Finance,9.2,57.4,16.6,10134,High
1671,1672,32,Male,Married,Bandung,S1,11,36.3,Finance,,80.4,7.2,8570,Low
1672,1673,32,Male,Married,Jakarta,S1,13,35.8,Sales,,70.7,7.8,10951,High
1673,1674,,Male,Single,Surabaya,S1,6,48.7,IT,,71.5,2,7807,Low
1674,1675,48,Male,Married,Jakarta,S1,8,38.9,HR,,70.7,,7859,Low
1675,1676,32,Female,Married,Surabaya,D3,11,35,Finance,,73.6,,8303,Low
1676,1677,45,Male,Single,Jakarta,S2,11,38.2,Sales,7.3,62.7,,10730,High
1677,1678,47,Male,Single,Bandung,S1,12,33.5,Finance,,78.2,3.9,10390,High
1678,1679,43,Male,Divorced,Surabaya,D3,9,47.2,IT,,60.8,11,9098,High
1679,1680,32,Female,Single,Surabaya,S1,8,36.5,HR,7.5,67.4,20.4,7007,Low
1680,1681,38,Male,Divorced,Bandung,D3,26,42.6,IT,8.9,85.1,8.2,16575,High
1681,1682,35,Female,Single,Surabaya,S2,15,46.8,Marketing,,78.8,14.8,12311,High
1682,1683,28,Male,Married,Bandung,S1,12,37.5,IT,,81.9,17.5,10137,High
1683,1684,38,Male,Single,Jakarta,SMA,9,42.7,IT,,96.5,0.5,7904,Low
1684,1685,26,Female,Married,Bandung,D3,8,34.8,Finance,12.7,74.4,7.7,6240,Low
1685,1686,45,Female,Married,Jakarta,S1,9,52.2,IT,13.9,75.2,3.6,9803,High
1686,1687,31,Female,Single,Surabaya,SMA,11,,,,72.4,6,10833,High
1687,1688,37,Female,Single,Surabaya,SMA,1,39,Finance,6.8,70.6,18.5,4478,Low
1688,1689,37,Female,Single,Bandung,D3,2,36.1,Finance,9.2,64.9,11.1,4364,Low
1689,1690,33,Female,Married,Jakarta,D3,,39.4,Marketing,7,75.8,,6313,Low
1690,1691,40,Male,Married,Bandung,D3,11,38.3,Sales,,78.6,9.8,8696,Low
1691,1692,31,Female,Married,Surabaya,SMA,9,49.8,IT,,79.1,3.9,10355,High
1692,1693,42,Female,Single,Surabaya,SMA,17,33.9,Marketing,12,75.6,13.4,10634,High
1693,1694,24,Female,Married,Jakarta,S1,3,40.7,Sales,12.6,84.3,16.3,7340,Low
1694,1695,36,Female,Divorced,Jakarta,S1,6,39.9,Marketing,,75.3,11.6,7076,Low
1695,1696,51,Female,Married,Surabaya,SMA,18,39.4,HR,,70.9,12.4,11355,High
1696,1697,27,Male,Single,Surabaya,D3,11,39.5,IT,,65.7,3.8,9949,High
1697,1698,30,Female,Married,Jakarta,S1,14,39.4,Marketing,9.8,59.5,13.5,11392,High
1698,1699,39,Female,Married,Bandung,SMA,20,44.4,HR,,89.6,16.7,13999,High
1699,1700,36,Female,Married,Bandung,SMA,7,43,IT,10.8,68,12,8744,Low
1700,1701,38,Other,Single,Jakarta,SMA,10,42.1,Marketing,,65.7,1,8590,Low
1701,1702,39,Female,Single,Jakarta,S1,9,24.8,Marketing,,70.8,18.2,7615,Low
1702,1703,40,Other,Divorced,Jakarta,S1,0,124.5,Marketing,12.7,72.2,5.3,12415,High
1703,1704,44,Male,Single,Surabaya,S1,8,31.7,Marketing,,91.4,11.9,6889,Low
1704,1705,0,Female,Single,Bandung,S1,14,43.2,Finance,9.2,71.7,14.8,12666,High
1705,1706,33,Male,Married,Jakarta,S1,13,47.4,Marketing,15,101.3,15.4,12221,High
1706,1707,40,Male,Married,Bandung,D3,13,35.4,Finance,,75.6,1,8929,Low
1707,1708,50,Female,Divorced,Surabaya,S1,8,38.7,Finance,,95.6,10.6,8249,Low
1708,1709,34,Male,Single,Surabaya,SMA,7,37,HR,10.1,83.9,10.3,9094,High
1709,1710,27,Female,Married,Jakarta,S1,16,46.2,IT,8.8,78.6,17.2,13987,High
1710,1711,44,Female,Single,Jakarta,S1,8,40.5,Finance,10.1,90.8,12.3,7138,Low
1711,1712,34,Female,Single,Jakarta,S1,11,48.6,Sales,4.1,86.2,17.2,11960,High
1712,1713,18,Male,Single,Jakarta,D3,11,42.1,Finance,,81.3,12.7,10637,High
1713,1714,42,Female,Married,Bandung,SMA,17,41.2,Sales,,98.2,9.6,11573,High
1714,1715,31,Female,Married,Jakarta,S1,15,40.3,HR,14.7,70,11,11742,High
1715,1716,34,Female,Married,Bandung,S1,4,44.1,Sales,11,65.1,17.6,6887,Low
1716,1717,38,Male,Single,Surabaya,S1,4,31.3,HR,7.8,68.2,3.5,4054,Low
1717,1718,37,Female,Married,Surabaya,D3,13,40.4,HR,,92.5,14.5,11249,High
1718,1719,41,Female,Single,Bandung,S1,10,39.6,HR,12.4,89.5,6.9,11395,High
1719,1720,32,Female,Single,Bandung,S1,8,43.6,Sales,8.3,69.7,5.8,9728,High
1720,1721,39,Female,Married,Jakarta,S1,15,39.1,Sales,11.9,51.5,15.1,11568,High
1721,1722,33,Male,Single,Jakarta,S1,11,34.8,HR,11.2,72.9,5.6,8699,Low
1722,1723,41,Male,Married,Jakarta,S1,10,40,HR,,64.9,11.9,9332,High
1723,1724,40,Male,Married,Surabaya,S1,14,34.6,IT,10.1,70.1,7.6,9483,High
1724,1725,28,Female,Single,Bandung,S1,8,30.4,HR,11.2,64.5,1.8,6560,Low
1725,1726,44,Female,Married,Bandung,S2,18,43.6,Marketing,9.6,58.9,12.4,11402,High
1726,1727,31,Female,Married,Bandung,SMA,6,42.9,IT,8.1,93.8,10.6,7724,Low
1727,1728,41,Female,Single,Bandung,SMA,13,42.3,IT,7.1,68.2,0.4,10396,High
1728,1729,38,Female,Married,Jakarta,S2,17,46.5,IT,2.8,89.1,6.5,13770,High
1729,1730,50,Male,Married,Jakarta,S1,3,36.7,Marketing,,72.8,1,5287,Low
1730,1731,33,Male,Married,Bandung,S1,8,32.8,IT,14.6,63.7,13.7,6274,Low
1731,1732,32,Female,Married,Jakarta,D3,16,39.6,IT,12.2,80.1,16.9,12165,High
1732,1733,35,Female,Divorced,Surabaya,SMA,16,38.3,Sales,10.7,71.1,14.2,11113,High
1733,1734,33,Female,Divorced,Jakarta,S1,9,35.8,Sales,7.8,72.9,14.9,9734,High
1734,1735,41,Male,Married,Surabaya,S1,6,39.6,HR,13,76.4,7.4,6117,Low
1735,1736,22,Male,Married,Surabaya,D3,15,36.9,HR,9.6,66.9,12.7,10724,High
1736,1737,27,Female,Single,Bandung,D3,16,,Finance,,58.8,10,10068,High
1737,1738,26,Female,Married,Bandung,S1,4,37.8,Marketing,7.1,74.5,10.9,4679,Low
1738,1739,43,Female,Single,Jakarta,SMA,4,34.3,Sales,,84.6,14.8,5462,Low
1739,1740,6,Male,Married,Bandung,S1,11,41.2,HR,7.5,66,15.9,8370,Low
1740,1741,34,Female,Single,Surabaya,SMA,13,36.7,Marketing,,76.5,8.1,9984,High
1741,1742,34,Male,Single,Surabaya,S1,9,45.6,IT,,90.1,3,9486,High
1742,1743,36,Female,Single,Jakarta,S2,13,48,Marketing,,74.1,9.1,10878,High
1743,1744,44,Female,Single,Surabaya,S1,6,43.4,Sales,,75.9,8.9,5137,Low
1744,1745,28,Male,Single,Bandung,D3,1,32.2,Finance,-1.6,75.6,11.4,5058,Low
1745,1746,37,Male,Single,Jakarta,S1,8,47.5,Sales,13.2,68.2,14.2,9019,Low
1746,1747,43,Male,Married,Jakarta,D3,10,47.9,HR,,65.1,0.4,10066,High
1747,1748,39,Other,Married,Jakarta,SMA,9,,HR,11.8,65.1,,8277,Low
1748,1749,37,Female,Married,Bandung,S2,4,46.6,Marketing,10.1,78.7,5.2,7472,Low
1749,1750,43,Male,Married,Surabaya,S1,1,37.2,Sales,,82.6,16.3,5162,Low
1750,1751,13,Male,Married,Bandung,S1,7,30.7,HR,,83.1,9,7605,Low
1751,1752,40,Other,Married,Jakarta,D3,,36.2,IT,8.5,71.2,,10889,High
1752,1753,30,Female,Single,Surabaya,SMA,16,48.6,IT,7.9,85.9,12.7,11489,High
1753,1754,20,Male,Single,Jakarta,SMA,16,32.5,Finance,14.5,78.1,7,11660,High
1754,1755,39,Male,Single,Bandung,S1,6,40,Marketing,,75.7,,7267,Low
1755,1756,46,Female,Divorced,Jakarta,S1,4,40.2,HR,10.6,41.6,19.1,5468,Low
1756,1757,34,Male,Single,Bandung,S1,12,37.4,Finance,,66.8,18.9,8942,Low
1757,1758,43,Male,Married,Jakarta,S1,13,37.8,IT,9,59.8,8,10821,High
1758,1759,,Other,Single,Jakarta,SMA,12,40.4,Finance,,81.3,9.1,9960,High
1759,1760,46,Female,Single,Jakarta,D3,0,37.2,Finance,,76,6.9,3329,Low
1760,1761,48,Female,Married,Bandung,SMA,6,32.9,HR,,64.3,0.4,7961,Low
1761,1762,41,Male,Single,Bandung,D3,10,,HR,,78,15.2,9779,High
1762,1763,36,Male,Married,Bandung,SMA,12,45.4,HR,,60.8,22.1,10971,High
1763,1764,22,Male,Divorced,Bandung,S2,14,44.3,Marketing,,64.6,7.8,12653,High
1764,1765,,Female,Single,Bandung,SMA,11,36,Finance,8,67.9,,9426,High
1765,1766,28,Female,Married,Surabaya,S2,,33.7,Finance,,80.4,8.6,8670,Low
1766,1767,52,Female,Single,Jakarta,D3,10,,Marketing,,89,,8468,Low
1767,1768,34,Female,Divorced,Bandung,S2,13,47.8,IT,7.7,69.1,4.3,12016,High
1768,1769,36,Female,Married,Surabaya,S1,12,43.2,,9,88.2,7.7,10948,High
1769,1770,39,Male,Single,Surabaya,S2,10,43.5,IT,,75.5,15.1,9798,High
1770,1771,35,Male,Divorced,Jakarta,SMA,9,44.4,Marketing,10.1,77.4,10.6,7807,Low
1771,1772,49,Male,Single,Jakarta,S1,10,42.1,Finance,,74.4,16.4,10024,High
1772,1773,30,Male,Single,Jakarta,S2,12,40.6,Finance,8.5,73,,9995,High
1773,1774,37,Male,Married,Bandung,SMA,11,43.3,HR,10.6,79.4,4.6,10431,High
1774,1775,29,Female,Married,Jakarta,SMA,12,37.3,HR,,82.4,7.1,8897,Low
1775,1776,24,Male,Married,Jakarta,D3,17,32.9,Finance,,66.2,11.2,13759,High
1776,1777,30,Female,Married,Jakarta,S2,11,43.6,Finance,,73.1,,10109,High
1777,1778,35,Female,Married,Surabaya,S1,7,46.2,HR,13,91.7,3.7,7701,Low
1778,1779,32,Male,Divorced,Bandung,S1,14,34.4,HR,10.6,76.8,4,11087,High
1779,1780,29,Male,Married,Jakarta,SMA,3,44.1,IT,10.7,77.9,12.6,6769,Low
1780,1781,,Male,Married,Surabaya,SMA,5,48.4,Finance,,86.7,8.2,7974,Low
1781,1782,34,Male,Single,Bandung,S1,12,40,Finance,15.9,70,15.9,9004,Low
1782,1783,23,Female,Married,Jakarta,SMA,13,,Marketing,8.1,74.7,5.5,11234,High
